model,n_features,features,param,smote,feature_selection_method,fs_estimator,f2_mean,f2_std,precision_mean,recall_mean,training_time
RandomForest,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,n_estimators=100,0.3,backward,RandomForest,0.8305736596742452,0.039791727964598705,0.9826932367149759,0.7999999999999999,1.3817381858825684
KNN,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,k=3,0.4,backward,RandomForest,0.8851458505175331,0.023342125179762557,0.6329290597442645,0.9842105263157895,0.20458316802978516
KNN,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,k=5,0.4,backward,RandomForest,0.8662935495882245,0.026793425472061726,0.6025999930375178,0.9736842105263157,0.17448925971984863
KNN,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,k=7,0.4,backward,RandomForest,0.8692416478443018,0.027922689170633962,0.5981210761527646,0.9815789473684211,0.22813868522644043
KNN,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,k=9,0.4,backward,RandomForest,0.8630533690252035,0.02742191819068786,0.5877323516995631,0.9789473684210528,0.24119067192077637
DecisionTree,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,max_depth=3,0.4,backward,RandomForest,0.23884032368853778,0.2239593927213998,0.9111111111111111,0.22894736842105265,0.11058688163757324
DecisionTree,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,max_depth=5,0.4,backward,RandomForest,0.5508857028766188,0.14416940561285022,0.7085040567829198,0.5447368421052633,0.13411164283752441
DecisionTree,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,max_depth=7,0.4,backward,RandomForest,0.7453290423683933,0.06531849928784791,0.6899257544562604,0.7684210526315789,0.12871146202087402
DecisionTree,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,max_depth=9,0.4,backward,RandomForest,0.7971529464139018,0.030608777227055968,0.7423232741262247,0.8157894736842104,0.12012887001037598
DecisionTree,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,max_depth=None,0.4,backward,RandomForest,0.8045692819380541,0.033722920099445705,0.7944982745171691,0.8078947368421053,0.10211348533630371
RandomForest,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,n_estimators=50,0.4,backward,RandomForest,0.8741685793681964,0.022646200700273216,0.9728934237118381,0.8526315789473683,0.6814606189727783
RandomForest,23,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé;categorie_commerce_voyage,n_estimators=100,0.4,backward,RandomForest,0.8736015247709006,0.028927447408569194,0.9700184635827075,0.8526315789473683,1.4104957580566406
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=3,0.1,backward,RandomForest,0.5139622008759581,0.09195770135758945,0.4468283752860412,0.5368421052631579,0.14417195320129395
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=5,0.1,backward,RandomForest,0.46888008202769216,0.11282642030611235,0.5096615912691428,0.46315789473684205,0.15089941024780273
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=7,0.1,backward,RandomForest,0.4021609675486628,0.0881149859251098,0.5479034690799397,0.3789473684210526,0.18437528610229492
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=9,0.1,backward,RandomForest,0.3136179236584916,0.04422679828698812,0.5424242424242424,0.28421052631578947,0.1459825038909912
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=3,0.1,backward,RandomForest,0.07564102564102564,0.10032819254622488,0.4,0.06315789473684211,0.0885305404663086
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=5,0.1,backward,RandomForest,0.08846153846153845,0.09372136862819008,0.5,0.07368421052631578,0.09362196922302246
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=7,0.1,backward,RandomForest,0.13557002797378936,0.05745620905393273,0.5809523809523809,0.11578947368421053,0.11620688438415527
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=9,0.1,backward,RandomForest,0.1845125146832927,0.09837592821566521,0.40179738562091505,0.16842105263157894,0.1115562915802002
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=None,0.1,backward,RandomForest,0.33691832940409794,0.12679335902976396,0.31370300628612646,0.34736842105263155,0.13607311248779297
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=50,0.1,backward,RandomForest,0.1997734538796595,0.10344734641645197,1.0,0.16842105263157894,0.9328269958496094
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=100,0.1,backward,RandomForest,0.22296538802562899,0.12239690261963239,1.0,0.18947368421052632,1.1034748554229736
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=3,0.2,backward,RandomForest,0.7742342249464518,0.08068931602202149,0.5527488374128309,0.8631578947368421,0.1412372589111328
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=5,0.2,backward,RandomForest,0.7281958767497705,0.06968167355454857,0.5625307031683011,0.7894736842105263,0.148115873336792
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=7,0.2,backward,RandomForest,0.6971613204208995,0.08270063212046655,0.560047385355183,0.7473684210526316,0.12799954414367676
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=9,0.2,backward,RandomForest,0.6763115418542751,0.0678274121744047,0.5606755731486064,0.7157894736842105,0.11951231956481934
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=3,0.2,backward,RandomForest,0.1712565756033633,0.03684624162066956,1.0,0.1421052631578947,0.07203364372253418
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=5,0.2,backward,RandomForest,0.25784891366269524,0.07512166724416816,0.8971153846153846,0.22105263157894733,0.07265734672546387
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=7,0.2,backward,RandomForest,0.3379121760676708,0.07097532647247935,0.7108333333333333,0.3,0.08482027053833008
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=9,0.2,backward,RandomForest,0.42038322752142837,0.05362708381100415,0.5737678723663379,0.4,0.08465719223022461
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=None,0.2,backward,RandomForest,0.5805628297774895,0.07360513970469185,0.5716461368635282,0.5842105263157894,0.0772557258605957
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=50,0.2,backward,RandomForest,0.5815477380601423,0.11205603815381172,0.9712592592592593,0.531578947368421,0.7788040637969971
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=100,0.2,backward,RandomForest,0.5986884861725325,0.08324147980882632,0.9839743589743591,0.5473684210526316,1.0687675476074219
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=3,0.3,backward,RandomForest,0.8594607842529932,0.030320838180753713,0.6055997475843943,0.9614035087719298,0.14366865158081055
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=5,0.3,backward,RandomForest,0.849720297361231,0.024420102798296574,0.5931227855290164,0.9543859649122807,0.1491861343383789
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=7,0.3,backward,RandomForest,0.833226572971796,0.016932361543852737,0.5931514611047897,0.9298245614035089,0.1366748809814453
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=9,0.3,backward,RandomForest,0.8255851312216489,0.028459806837408935,0.5897180852946527,0.9192982456140351,0.13445639610290527
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=3,0.3,backward,RandomForest,0.11941166178454314,0.046965327092505116,1.0,0.09824561403508772,0.0751039981842041
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=5,0.3,backward,RandomForest,0.318636871453345,0.16978603127083647,0.8621521476104054,0.28421052631578947,0.08851885795593262
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=7,0.3,backward,RandomForest,0.5217939477832184,0.09797727340353504,0.6853758757633659,0.5052631578947369,0.0822904109954834
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=9,0.3,backward,RandomForest,0.6524872832354267,0.09071132009669282,0.6833213440375118,0.656140350877193,0.07883453369140625
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=None,0.3,backward,RandomForest,0.7334167430519587,0.04748867679921779,0.6720803538712312,0.7508771929824561,0.08298015594482422
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=50,0.3,backward,RandomForest,0.7877571243565249,0.05680628196716396,0.9860935180603662,0.750877192982456,0.6469640731811523
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=100,0.3,backward,RandomForest,0.8131963642700036,0.04998054589338319,0.9911067193675891,0.7789473684210526,1.064526081085205
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=3,0.4,backward,RandomForest,0.8864494766169967,0.022679144687472386,0.6371072099197099,0.9842105263157895,0.13566899299621582
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=5,0.4,backward,RandomForest,0.8741915433944737,0.024264827499413017,0.6145234029881947,0.9789473684210528,0.15233135223388672
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=7,0.4,backward,RandomForest,0.8652509052353583,0.029900746804669347,0.6008528158483359,0.9736842105263157,0.1500873565673828
KNN,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,k=9,0.4,backward,RandomForest,0.8587367069631338,0.024715927096160488,0.5922240402022249,0.968421052631579,0.14031696319580078
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=3,0.4,backward,RandomForest,0.14057768636731685,0.020578126291438993,1.0,0.11578947368421053,0.08455729484558105
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=5,0.4,backward,RandomForest,0.5330199227023467,0.15096940391411653,0.6853591201003912,0.5368421052631579,0.08147740364074707
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=7,0.4,backward,RandomForest,0.6344825798723117,0.11145499266834998,0.7204976515803887,0.6263157894736843,0.08318686485290527
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=9,0.4,backward,RandomForest,0.7254439185810001,0.08949900139859251,0.7336132425494128,0.7289473684210526,0.08300042152404785
DecisionTree,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,max_depth=None,0.4,backward,RandomForest,0.8129228326936977,0.05238568976616407,0.7932443695323622,0.8184210526315789,0.08374691009521484
RandomForest,22,score_risque_client;jour;mois;jour_semaine;is_weekend;heure_num;devise_MAD;devise_USD;type_transaction_retrait;type_transaction_virement;lieu_Fès;lieu_Marrakech;lieu_Rabat;lieu_Tanger;canal_carte;canal_en ligne;canal_guichet;moyen_paiement_Cash;moyen_paiement_MasterCard;moyen_paiement_Visa;categorie_commerce_mode;categorie_commerce_santé,n_estimators=50,0.4,backward,RandomForest,0.867350644788455,0.03483306273417569,0.9879114684435905,0.8421052631578947,0.8663437366485596
